0.02 [[1, '0.02', 'SN']]
부대 [[93, '부대', 'NNG'], [1, '부대', 'VV<']]
부모 [[93, '부모', 'NNG']]
약속 [[93, '약속', 'NNG']]
이루 [[93, '이루', 'VV'], [1, '이루', 'MAG']]
잃 [[93, '잃', 'VV']]
2003 [[94, '2003', 'SN']]
85 [[94, '85', 'SN']]
가량 [[94, '가량', 'XSN']]
기여 [[94, '기여', 'NNG']]
독자 [[94, '독자', 'NNG'], [1, '독자이', 'NNG+VCP']]
디자인 [[94, '디자인', 'NNG']]
민주화 [[94, '민주화', 'NNG'], [1, '민주화이', 'NNG+VCP']]
반발 [[94, '반발', 'NNG']]
부실 [[94, '부실', 'NNG']]
부진 [[94, '부진', 'NNG']]
앞두 [[94, '앞두', 'VV']]
옮 [[94, '옮', 'VV<'], [2, '옮', 'VV']]
움직임 [[94, '움직임', 'NNG']]
음식 [[94, '음식', 'NNG']]
의지 [[94, '의지', 'NNG'], [1, '의지이', 'NNG+VCP']]
이론 [[94, '이론', 'NNG']]
인구 [[94, '인구', 'NNG']]
첨단 [[94, '첨단', 'NNG']]
캠페인 [[94, '캠페인', 'NNG']]
통화 [[94, '통화', 'NNG']]
계열사 [[95, '계열사', 'NNG']]
극복 [[95, '극복', 'NNG']]
대외 [[95, '대외', 'NNG']]
마을 [[95, '마을', 'NNG']]
미래 [[95, '미래', 'NNG']]
벌어 [[95, '벌어', 'VV<']]
부부 [[95, '부부', 'NNG'], [2, '부부이', 'NNG+VCP']]
사원 [[95, '사원', 'NNG']]
상장 [[95, '상장', 'NNG']]
세기 [[95, '세기', 'NNG']]
스포츠 [[95, '스포츠', 'NNG']]
여당 [[95, '여당', 'NNG']]
코스닥 [[95, '코스닥', 'NNG']]
려면 [[96, '려면', 'EC']]
맞 [[96, '맞', 'VV<'], [356, '맞', 'VV']]
용어 [[96, '용어', 'NNG']]
일어 [[96, '일어', 'VV<'], [5, '일어', 'NNP'], [1, '일어', 'NNG']]
조차 [[96, '조차', 'JX']]
차관 [[96, '차관', 'NNG']]
폭력 [[96, '폭력', 'NNG']]
피고인 [[96, '피고인', 'NNG']]
걱정 [[97, '걱정', 'NNG']]
꼭 [[97, '꼭', 'MAG']]
논리 [[97, '논리', 'NNG'], [6, '논리이', 'NNG+VCP']]
늘어나 [[97, '늘어나', 'VV'], [21, '늘어나아', 'VV+EC'], [1, '늘어나아', 'VV+EC<']]
변호사 [[97, '변호사', 'NNG']]
비중 [[97, '비중', 'NNG']]
소속 [[97, '소속', 'NNG']]
전면 [[97, '전면', 'NNG']]
표현 [[97, '표현', 'NNG']]
38 [[98, '38', 'SN']]
국방 [[98, '국방', 'NNG']]
김대중 [[98, '김대중', 'NNP']]
꿈 [[98, '꿈', 'NNG'], [2, '꿈', 'NNP'], [3, '꾸ㅁ', '>VV+ETN'], [1, '꿈', 'VV<']]
뉴욕 [[98, '뉴욕', 'NNP'], [1, '뉴욕', 'NNG']]
는가 [[98, '는가', 'EC'], [180, '는가', 'EF']]
대만 [[98, '대만', 'NNP']]
목적 [[98, '목적', 'NNG']]
악화 [[98, '악화', 'NNG'], [1, '악화이', 'NNG+VCP']]
이른바 [[98, '이른바', 'MAG']]
작전 [[98, '작전', 'NNG']]
절반 [[98, '절반', 'NNG']]
투입 [[98, '투입', 'NNG']]
홀 [[98, '홀', 'NNG'], [1, '홀', 'VV<'], [3, '홀', 'NNP']]
가치 [[99, '가치', 'NNG']]
고위 [[99, '고위', 'NNG']]
나머지 [[99, '나머지', 'NNG']]
나타나 [[99, '나타나', 'VV'], [29, '나타나아', 'VV+EC'], [2, '나타나아', 'VV+EC<']]
노동 [[99, '노동', 'NNG']]
듣 [[99, '듣', 'VV']]
마 [[99, '마', 'VV<'], [2, '말', 'VV'], [3, '마', 'NNG'], [1, '마', 'VA<'], [2, '마', 'NNB'], [6, '말', 'VX'], [1, '마', 'EF']]
바람직 [[99, '바람직', 'XR'], [8, '바람직', 'NNG']]
법인 [[99, '법인', 'NNG']]
본격적 [[99, '본격적', 'NNG']]
상반기 [[99, '상반기', 'NNG']]
소설 [[99, '소설', 'NNG']]
장소 [[99, '장소', 'NNG']]
지키 [[99, '지키', 'VV']]
함 [[99, '하ㅁ', 'XSA+ETN'], [168, '하ㅁ', 'XSV+ETN'], [20, '하ㅁ', 'VX+ETN'], [9, '하ㅁ', 'VV+ETN'], [1, '하ㅁ', 'XSV+EC<'], [4, '함', 'NNP'], [16, '함', 'NNG'], [3, '하ㅁ', '>VA+ETN'], [3, '하ㅁ', '>VV+ETN'], [1, '하ㅁ', '>VX+ETN']]
99 [[100, '99', 'SN']]
글 [[100, '글', 'NNG'], [3, '그ㄹ', '>VV+ETM']]
물량 [[100, '물량', 'NNG']]
바꾸 [[100, '바꾸', 'VV']]
비롯 [[100, '비롯', 'NNG'], [152, '비롯', 'XR'], [36, '비롯', 'VV<']]
선물 [[100, '선물', 'NNG']]
자본 [[100, '자본', 'NNG']]
추세 [[100, '추세', 'NNG'], [9, '추세이', 'NNG+VCP']]
해소 [[100, '해소', 'NNG']]
95 [[101, '95', 'SN']]
98 [[101, '98', 'SN']]
A [[101, 'A', 'SL'], [1, 'A이', 'SL+VCP']]
개입 [[101, '개입', 'NNG']]
보고서 [[101, '보고서', 'NNG'], [2, '보고서이', 'NNG+VCP']]
불가피 [[101, '불가피', 'XR'], [10, '불가피', 'NNG']]
생 [[101, '생', 'VV<'], [60, '생', 'XSN'], [13, '생', 'XPN'], [3, '생', 'NNP'], [8, '생', 'NNG']]
시험 [[101, '시험', 'NNG']]
읽 [[101, '읽', 'VV'], [4, '읽', 'VV<']]
주제 [[101, '주제', 'NNG']]
지도 [[101, '지도', 'NNG'], [1, '지도', '>EC'], [1, '지도', '>EF']]
태도 [[101, '태도', 'NNG'], [10, '태도이', 'NNG+VCP']]
현행 [[101, '현행', 'NNG']]
골 [[102, '골', 'NNG'], [1, '골', 'VV']]
시내 [[102, '시내', 'NNG']]
여전히 [[102, '여전히', 'MAG']]
이루어 [[102, '이루어', 'VV<']]
㎞ [[103, '㎞', 'SW'], [1, '㎞이', 'SW+VCP']]
결코 [[103, '결코', 'MAG']]
교육부 [[103, '교육부', 'NNG']]
돌아 [[103, '돌아', 'VV<']]
비난 [[103, '비난', 'NNG']]
세상 [[103, '세상', 'NNG']]
수집 [[103, '수집', 'NNG']]
옐친 [[103, '옐친', 'NNP']]
인천 [[103, '인천', 'NNP']]
적자 [[103, '적자', 'NNG']]
정리 [[103, '정리', 'NNG']]
체결 [[103, '체결', 'NNG']]
32 [[104, '32', 'SN']]
건축 [[104, '건축', 'NNG']]
느낌 [[104, '느낌', 'NNG']]
대결 [[104, '대결', 'NNG']]
대전 [[104, '대전', 'NNP'], [36, '대전', 'NNG']]
등장 [[104, '등장', 'NNG']]
부처 [[104, '부처', 'NNG'], [9, '부처', 'NNP']]
비교 [[104, '비교', 'NNG']]
사망 [[104, '사망', 'NNG']]
생명 [[104, '생명', 'NNG'], [1, '생명', 'NNP']]
실제 [[104, '실제', 'NNG'], [9, '실제', 'MAG']]
예금 [[104, '예금', 'NNG']]
지분 [[104, '지분', 'NNG']]
축소 [[104, '축소', 'NNG'], [1, '축소이', 'NNG+VCP']]
가스 [[105, '가스', 'NNG']]
어려움 [[105, '어려움', 'NNG']]
얼마나 [[105, '얼마나', 'MAG']]
여름 [[105, '여름', 'NNG']]
연속 [[105, '연속', 'NNG']]
이달 [[105, '이달', 'NNG']]
장 [[105, '장', 'NNB'], [30, '장', 'XSN'], [112, '장', 'NNG'], [50, '장', 'NNP'], [1, '장', 'XR']]
출발 [[105, '출발', 'NNG']]
클린턴 [[105, '클린턴', 'NNP']]
투쟁 [[105, '투쟁', 'NNG']]
파견 [[105, '파견', 'NNG']]
핵심 [[105, '핵심', 'NNG']]
상호 [[106, '상호', 'NNG'], [5, '상호', 'MAG']]
얼굴 [[106, '얼굴', 'NNG']]
연결 [[106, '연결', 'NNG']]
증권사 [[106, '증권사', 'NNG']]
지점 [[106, '지점', 'NNG']]
화학 [[106, '화학', 'NNG']]
권력 [[107, '권력', 'NNG']]
담 [[107, '담', 'VV'], [29, '담', 'VV<'], [1, '담', 'NNP'], [2, '담', 'NNG']]
부상 [[107, '부상', 'NNG']]
기사 [[108, '기사', 'NNG'], [1, '기사이', 'NNG+VCP']]
깊 [[108, '깊', 'VA']]
볼 [[108, '보ㄹ', 'VX+ETM'], [209, '보ㄹ', 'VV+ETM'], [33, '보ㄹ', '>VV+ETM'], [2, '볼', 'VA<'], [1, '볼', 'NNP'], [53, '볼', 'NNG']]
부정 [[108, '부정', 'NNG']]
사례 [[108, '사례', 'NNG'], [9, '사례이', 'NNG+VCP']]
사상 [[108, '사상', 'NNG'], [1, '사상', 'NNP']]
외국인 [[108, '외국인', 'NNG']]
운용 [[108, '운용', 'NNG']]
이제 [[108, '이제', 'NNG'], [238, '이제', 'MAG']]
조합 [[108, '조합', 'NNG']]
87 [[109, '87', 'SN']]
공간 [[109, '공간', 'NNG']]
과제 [[109, '과제', 'NNG'], [17, '과제이', 'NNG+VCP']]
관광 [[109, '관광', 'NNG']]
깨끗이 [[109, '깨끗이', 'MAG']]
반드시 [[109, '반드시', 'MAG']]
부시 [[109, '부시', 'NNP']]
소유 [[109, '소유', 'NNG'], [3, '소유이', 'NNG+VCP']]
안보 [[109, '안보', 'NNG']]
압력 [[109, '압력', 'NNG']]
종 [[109, '종', 'NNG'], [1, '종', 'NNB']]
지정 [[109, '지정', 'NNG']]
평양 [[109, '평양', 'NNP']]
희망 [[109, '희망', 'NNG']]
과연 [[110, '과연', 'MAG']]
남편 [[110, '남편', 'NNG']]
내부 [[110, '내부', 'NNG']]
민주 [[110, '민주', 'NNP'], [59, '민주', 'NNG'], [2, '민주이', 'NNG+VCP']]
발언 [[110, '발언', 'NNG']]
비디오 [[110, '비디오', 'NNG'], [3, '비디오이', 'NNG+VCP']]
시위 [[110, '시위', 'NNG'], [1, '시위이', 'NNG+VCP']]
실적 [[110, '실적', 'NNG']]
여론 [[110, '여론', 'NNG']]
연합 [[110, '연합', 'NNG'], [4, '연합', 'NNP']]
자연 [[110, '자연', 'NNG'], [5, '자연', 'MAG']]
장치 [[110, '장치', 'NNG'], [3, '장치이', 'NNG+VCP']]
재무 [[110, '재무', 'NNG']]
채택 [[110, '채택', 'NNG']]
국장 [[111, '국장', 'NNG']]
그대로 [[111, '그대로', 'MAG']]
수단 [[111, '수단', 'NNG']]
수용 [[111, '수용', 'NNG']]
신고 [[111, '신고', 'NNG'], [1, '신고', 'NNP']]
어디 [[111, '어디', 'NP'], [5, '어디이', 'NP+VCP'], [2, '어디', 'IC']]
일단 [[111, '일단', 'MAG'], [7, '일단', 'NNG']]
전기 [[111, '전기', 'NNG']]
총 [[111, '총', 'XPN'], [159, '총', 'MM'], [10, '총', 'NNG']]
타 [[111, '타', 'VV'], [6, '타', 'MM'], [7, '타아', 'VV+EC<'], [10, '타아', 'VV+EC'], [89, '타', 'NNG']]
투자자 [[111, '투자자', 'NNG'], [1, '투자자이', 'NNG+VCP']]
세계적 [[112, '세계적', 'NNG']]
아래 [[112, '아래', 'NNG'], [2, '아래이', 'NNG+VCP']]
연기 [[112, '연기', 'NNG'], [7, '연기', 'NNP'], [1, '연기이', 'NNG+VCP']]
젊 [[112, '젊', 'VA']]
주목 [[112, '주목', 'NNG']]
SK [[113, 'SK', 'SL']]
군사 [[113, '군사', 'NNG']]
번째 [[113, '번째', 'NNB'], [7, '번째이', 'NNB+VCP']]
양 [[113, '양', 'NNB'], [29, '양', 'MM'], [55, '양', 'NNG'], [21, '양', 'NNP']]
외환 [[113, '외환', 'NNG'], [4, '외환', 'NNP']]
집단 [[113, '집단', 'NNG']]
피 [[113, '피', 'XR'], [7, '피', 'VV<'], [33, '피', 'NNG'], [10, '피', 'XPN'], [11, '피', 'VV'], [1, '피', 'NNP']]
간부 [[114, '간부', 'NNG']]
대폭 [[114, '대폭', 'MAG'], [1, '대폭', 'NNG']]
마지막 [[114, '마지막', 'NNG']]
병 [[114, '병', 'NNG'], [2, '병', 'VV<']]
소리 [[114, '소리', 'NNG'], [3, '소리이', 'NNG+VCP'], [3, '소리', 'VV<']]
얘기 [[114, '얘기', 'NNG'], [47, '얘기이', 'NNG+VCP']]
종목 [[114, '종목', 'NNG']]
파업 [[114, '파업', 'NNG']]
37 [[115, '37', 'SN']]
92 [[115, '92', 'SN']]
개편 [[115, '개편', 'NNG']]
구입 [[115, '구입', 'NNG']]
앞서 [[115, '앞서어', 'VV+EC'], [17, '앞서', 'MAG'], [18, '앞서', 'VV'], [5, '앞서어', 'VV+EC<']]
연말 [[115, '연말', 'NNG']]
인력 [[115, '인력', 'NNG']]
자 [[115, '자', 'EF'], [406, '자', 'EC'], [29, '자', 'VV'], [73, '자', 'NNB'], [447, '자', 'NNG'], [13, '자', 'XSN'], [22, '자', 'VV<'], [1, '자', 'NNP'], [2, '자아', 'VV+EC<'], [1, '자이', 'NNG+VCP'], [1, '자이', 'NNB+VCP']]
작용 [[115, '작용', 'NNG']]
장기 [[115, '장기', 'NNG'], [1, '장기', 'NNG<'], [1, '장기', 'NNP']]
전달 [[115, '전달', 'NNG']]
조성 [[115, '조성', 'NNG']]
주부 [[115, '주부', 'NNG']]
33 [[116, '33', 'SN']]
감소 [[116, '감소', 'NNG']]
공무원 [[116, '공무원', 'NNG']]
대변인 [[116, '대변인', 'NNG']]
등록 [[116, '등록', 'NNG']]
매입 [[116, '매입', 'NNG']]
므로 [[116, '므로', 'EC'], [1, '므로', '>EC']]
본부 [[116, '본부', 'NNG'], [1, '본부이', 'NNG+VCP']]
사정 [[116, '사정', 'NNG']]
성격 [[116, '성격', 'NNG']]
스스로 [[116, '스스로', 'MAG'], [64, '스스로', 'NNG']]
시스템 [[116, '시스템', 'NNG']]
청소 [[116, '청소', 'NNG']]
행동 [[116, '행동', 'NNG']]
공화국 [[117, '공화국', 'NNG']]
까 [[117, '까', '>EF'], [39, '까', '>EC'], [2, '까', 'JX<'], [1, '까', 'VV']]
끌 [[117, '끌', 'VV'], [1, '끌', 'NNG'], [7, '끌', 'VV<']]
독립 [[117, '독립', 'NNG']]
분리 [[117, '분리', 'NNG']]
석유 [[117, '석유', 'NNG']]
승리 [[117, '승리', 'NNG'], [1, '승리이', 'NNG+VCP']]
이동 [[117, '이동', 'NNG']]
정 [[117, '정', 'XR'], [195, '정', 'NNP'], [51, '정', 'NNG'], [4, '정', 'NNB'], [3, '정', 'VV<']]
특정 [[117, '특정', 'NNG'], [8, '특정', 'VA<']]
반응 [[118, '반응', 'NNG']]
빠 [[118, '빠', 'VV<'], [77, '빠', 'VA<'], [1, '빠', 'VX<'], [1, '빨', 'VV']]
사전 [[118, '사전', 'NNG']]
셈 [[118, '셈', 'NNB'], [2, '셈', 'NNG']]
야당 [[118, '야당', 'NNG']]
영업 [[118, '영업', 'NNG']]
자전거 [[118, '자전거', 'NNG']]
경제적 [[119, '경제적', 'NNG']]
도움 [[119, '도움', 'NNG']]
류 [[119, '류', 'XSN'], [2, '류', 'NNG'], [2, '류', 'NNP']]
외무 [[119, '외무', 'NNG']]
유통 [[119, '유통', 'NNG']]
자치 [[119, '자치', 'NNG']]
적극적 [[119, '적극적', 'NNG']]
질서 [[119, '질서', 'NNG']]
측면 [[119, '측면', 'NNG']]
비율 [[120, '비율', 'NNG']]
새로 [[120, '새로', 'MAG']]
시기 [[120, '시기', 'NNG'], [6, '시기이', 'NNG+VCP']]
예 [[120, '예', 'NNG'], [6, '예이', 'NNG+VCP'], [5, '예', 'VA<'], [5, '예', 'IC']]
토지 [[120, '토지', 'NNG']]
통과 [[120, '통과', 'NNG']]
개최 [[121, '개최', 'NNG']]
명예 [[121, '명예', 'NNG']]
민주당 [[121, '민주당', 'NNP']]
백화점 [[121, '백화점', 'NNG']]
아들 [[121, '아들', 'NNG']]
의혹 [[121, '의혹', 'NNG']]
제출 [[121, '제출', 'NNG']]
총선 [[121, '총선', 'NNG']]
포기 [[121, '포기', 'NNG']]
「 [[122, '「', 'SS']]
교환 [[122, '교환', 'NNG']]
여행 [[122, '여행', 'NNG']]
지시 [[122, '지시', 'NNG']]
교류 [[123, '교류', 'NNG'], [2, '교류이', 'NNG+VCP']]
국방부 [[123, '국방부', 'NNG']]
대화 [[123, '대화', 'NNG'], [1, '대화이', 'NNG+VCP']]
밖 [[123, '밖', 'NNG']]
발행 [[123, '발행', 'NNG']]
세금 [[123, '세금', 'NNG']]
시점 [[123, '시점', 'NNG']]
왜 [[123, '왜', 'MAG'], [1, '왜', 'IC'], [2, '왜', 'NNP']]
짜리 [[123, '짜리', 'XSN']]
홍콩 [[123, '홍콩', 'NNP']]
회견 [[123, '회견', 'NNG']]
」 [[124, '」', 'SS']]
금지 [[124, '금지', 'NNG'], [1, '금지이', 'NNG+VCP'], [1, '금지', 'VV<']]
몸 [[124, '몸', 'NNG'], [2, '몸', 'NNP']]
입 [[124, '입', 'VV'], [14, '입', 'VV<'], [54, '입', 'NNG'], [173, '이ㅂ', 'VCP+EF<'], [20, '이ㅂ', '>VV+EF<']]
제작 [[124, '제작', 'NNG']]
주도 [[124, '주도', 'NNG']]
경기도 [[125, '경기도', 'NNP'], [2, '경기도이', 'NNP+VCP']]
라운드 [[125, '라운드', 'NNG'], [2, '라운드이', 'NNG+VCP']]
유가 [[125, '유가', 'NNG']]
의장 [[125, '의장', 'NNG']]
정신 [[125, '정신', 'NNG']]
조선일보 [[125, '조선일보', 'NNP']]
중 [[125, '중', 'NNG'], [1693, '중', 'NNB'], [1, '중', 'XR'], [95, '중', 'NNP']]
차이 [[125, '차이', 'NNG']]
킬 [[125, '키ㄹ', '>XSV+ETM'], [2, '키ㄹ', '>XSV+EC<'], [26, '키ㄹ', '>VV+ETM']]
광주 [[126, '광주', 'NNP'], [1, '광주', 'NNG']]
뿐 [[126, '뿐', 'JX'], [393, '뿐', 'NNB']]
의식 [[126, '의식', 'NNG'], [22, '의식', 'VV<']]
91 [[127, '91', 'SN']]
그래서 [[127, '그래서', 'MAJ']]
보장 [[127, '보장', 'NNG']]
서로 [[127, '서로', 'MAG'], [31, '서로', 'NNG']]
실패 [[127, '실패', 'NNG'], [1, '실패이', 'NNG+VCP']]
쌀 [[127, '쌀', 'NNG'], [3, '싸ㄹ', 'VA+ETM'], [3, '싸ㄹ', '>VA+ETM'], [3, '싸ㄹ', '>VA+EC<']]
여자 [[127, '여자', 'NNG'], [4, '여자이', 'NNG+VCP']]
치료 [[127, '치료', 'NNG']]
아침 [[128, '아침', 'NNG']]
값 [[129, '값', 'NNG'], [15, '값', 'VA<']]
낮 [[129, '낮', 'VA'], [36, '낮', 'NNG'], [21, '낮', 'VV<']]
누구 [[129, '누구', 'NP'], [11, '누구이', 'NP+VCP']]
밤 [[129, '밤', 'NNG']]
어머니 [[129, '어머니', 'NNG']]
위험 [[129, '위험', 'NNG']]
인간 [[129, '인간', 'NNG']]
지도자 [[129, '지도자', 'NNG'], [1, '지도자이', 'NNG+VCP']]
공식 [[130, '공식', 'NNG']]
당초 [[130, '당초', 'NNG']]
대응 [[130, '대응', 'NNG']]
벤처 [[130, '벤처', 'NNG']]
설립 [[130, '설립', 'NNG']]
전혀 [[130, '전혀', 'MAG']]
거리 [[131, '거리', 'NNG'], [19, '거리', 'XSV'], [6, '거리', 'NNB'], [4, '거리이', 'NNG+VCP']]
드러 [[131, '드러', 'VV<']]
모 [[131, '모으', 'VV'], [309, '모', 'VV<'], [152, '모', 'NP'], [29, '모', 'MM'], [1, '몰', 'VV'], [19, '모', 'NNG'], [2, '모이', 'NP+VCP'], [7, '모', 'NNP'], [2, '모', 'VA<']]
불안 [[131, '불안', 'NNG']]
상공 [[131, '상공', 'NNG']]
요인 [[131, '요인', 'NNG']]
정권 [[131, '정권', 'NNG']]
직 [[131, '직', 'NNG'], [1, '직', '>EC']]
과장 [[132, '과장', 'NNG']]
그러 [[132, '그러', 'VV'], [68, '그러', 'XR']]
기에 [[132, '기에', 'EC']]
리그 [[132, '리그', 'NNG']]
모임 [[132, '모임', 'NNG'], [1, '모임', 'NNP']]
시즌 [[132, '시즌', 'NNG']]
적극 [[132, '적극', 'NNG']]
통상 [[132, '통상', 'NNG'], [4, '통상', 'MAG']]
100 [[133, '100', 'SN']]
골프 [[133, '골프', 'NNG']]
무대 [[133, '무대', 'NNG'], [2, '무대이', 'NNG+VCP']]
해당 [[133, '해당', 'NNG']]
고르바초프 [[134, '고르바초프', 'NNP'], [1, '고르바초프이', 'NNP+VCP']]
노조 [[134, '노조', 'NNG']]
목표 [[134, '목표', 'NNG'], [7, '목표이', 'NNG+VCP']]
시행 [[134, '시행', 'NNG']]
열리 [[134, '열리', 'VV']]
확산 [[134, '확산', 'NNG']]
기초 [[135, '기초', 'NNG'], [8, '기초', 'VV<'], [1, '기초이', 'NNG+VCP']]
담당 [[135, '담당', 'NNG']]
발견 [[135, '발견', 'NNG']]
외 [[135, '외', 'NNB'], [17, '외', 'VV<'], [11, '외', 'NNG'], [1, '외', 'VA<']]
요청 [[135, '요청', 'NNG']]
지급 [[135, '지급', 'NNG']]
보고 [[136, '보고', 'NNG'], [2, '보고이', 'NNG+VCP']]
신용 [[136, '신용', 'NNG']]
자는 [[136, '자는', 'ETM']]
조건 [[136, '조건', 'NNG']]
폭 [[136, '폭', 'NNG']]
거부 [[137, '거부', 'NNG'], [1, '거부이', 'NNG+VCP'], [1, '거부', 'NNG<']]
불구 [[137, '불구', 'XR'], [23, '불구', 'NNG']]
훈련 [[137, '훈련', 'NNG']]
강 [[138, '강', 'XR'], [82, '강', 'NNP'], [150, '강', 'NNG']]
건물 [[138, '건물', 'NNG']]
의료 [[138, '의료', 'NNG']]
중앙 [[138, '중앙', 'NNG'], [7, '중앙', 'NNP']]
훨씬 [[138, '훨씬', 'MAG']]
모르 [[139, '모르', 'VV']]
비판 [[139, '비판', 'NNG']]
소비 [[139, '소비', 'NNG']]
수요 [[139, '수요', 'NNG']]
청소년 [[139, '청소년', 'NNG']]
호텔 [[139, '호텔', 'NNG']]
물가 [[140, '물가', 'NNG']]
보유 [[140, '보유', 'NNG']]
대 [[141, '대', 'NNG'], [762, '대', 'NNB'], [2450, '대', 'XR'], [98, '대', 'XSN'], [18, '대', 'VV'], [199, '대', 'XPN'], [2, '대', 'NNP'], [5, '대어', 'VV+EC'], [3, '대', 'VX'], [1, '대', '>EC'], [1, '대이', 'XSN+VCP'], [2, '대어', 'VV+EC<'], [4, '대이', 'NNB+VCP'], [2, '대이', 'NNG+VCP'], [1, '대', 'VV<'], [1, '대', 'EF']]
드 [[141, '들', '>VV'], [1, '드', 'NNG'], [2, '들', '>VA'], [9, '드', 'VA<'], [33, '들', 'VV'], [6, '들', 'VX'], [5, '드', 'VV<'], [5, '드', 'NNP']]
믿 [[141, '믿', 'VV']]
재정 [[141, '재정', 'NNG']]
층 [[141, '층', 'NNG'], [45, '층', 'XSN']]
m [[142, 'm', 'SL']]
곧 [[142, '곧', 'MAG'], [2, '곧', 'VA']]
구체적 [[142, '구체적', 'NNG']]
대기업 [[142, '대기업', 'NNG']]
비슷 [[142, '비슷', 'XR'], [1, '비슷', 'NNG']]
신청 [[142, '신청', 'NNG']]
89 [[143, '89', 'SN']]
라면 [[143, '라면', 'EC'], [4, '라면', 'NNG'], [1, '라면', 'EF']]
상당 [[143, '상당', 'NNG']]
현지 [[143, '현지', 'NNG']]
워 [[144, '우어', '>VV+EC'], [33, '우어', '>VV+EC<'], [6, '우어', '>VV+EF<'], [1, '우어', '>VV+EF']]
임 [[144, '이ㅁ', 'VCP+ETN'], [22, '이ㅁ', '>VV+ETN'], [24, '임', 'XR'], [7, '임', 'NNG'], [38, '임', 'NNP']]
청와대 [[144, '청와대', 'NNP']]
펀드 [[144, '펀드', 'NNG'], [3, '펀드이', 'NNG+VCP']]
그런데 [[145, '그런데', 'MAJ']]
남자 [[145, '남자', 'NNG']]
선언 [[145, '선언', 'NNG']]
세력 [[145, '세력', 'NNG']]
총재 [[145, '총재', 'NNG'], [1, '총재이', 'NNG+VCP']]
하락 [[145, '하락', 'NNG']]
개정 [[146, '개정', 'NNG'], [2, '개정', 'XR']]
계기 [[146, '계기', 'NNG'], [2, '계기이', 'NNG+VCP']]
기금 [[146, '기금', 'NNG']]
부장 [[146, '부장', 'NNG']]
불법 [[146, '불법', 'NNG']]
센터 [[146, '센터', 'NNG']]
이름 [[146, '이름', 'NNG'], [4, '이름', 'VV<']]
이야기 [[146, '이야기', 'NNG'], [25, '이야기이', 'NNG+VCP']]
최종 [[146, '최종', 'NNG']]
환율 [[146, '환율', 'NNG']]
교통 [[147, '교통', 'NNG']]
몇 [[147, '몇', 'MM'], [4, '몇', 'NR']]
조선 [[147, '조선', 'NNP'], [27, '조선', 'NNG']]
허용 [[147, '허용', 'NNG']]
협의 [[147, '협의', 'NNG'], [1, '협의이', 'NNG+VCP']]
35 [[148, '35', 'SN']]
교사 [[148, '교사', 'NNG'], [2, '교사이', 'NNG+VCP']]
도로 [[148, '도로', 'NNG'], [1, '도로이', 'NNG+VCP'], [1, '도로', 'MAG']]
선택 [[148, '선택', 'NNG']]
업계 [[148, '업계', 'NNG']]
연구원 [[148, '연구원', 'NNG']]
통합 [[148, '통합', 'NNG']]
갔 [[149, '가았', '>VV+EP'], [19, '가았', '>VX+EP'], [1, '가았', '>VV+EP<'], [59, '가았', 'VV+EP'], [13, '가았', 'VX+EP'], [1, '가았', 'VV+EP<'], [1, '갔', 'EP']]
기존 [[149, '기존', 'NNG']]
소득 [[149, '소득', 'NNG']]
업종 [[149, '업종', 'NNG']]
원인 [[149, '원인', 'NNG']]
적용 [[149, '적용', 'NNG']]
활용 [[149, '활용', 'NNG']]
대구 [[150, '대구', 'NNP'], [2, '대구', 'NNG'], [1, '대구', 'MAG']]
범죄 [[150, '범죄', 'NNG'], [1, '범죄이', 'NNG+VCP']]
선정 [[150, '선정', 'NNG']]
심각 [[150, '심각', 'XR'], [3, '심각', 'NNG']]
으로서 [[150, '으로서', 'JKB']]
이하 [[150, '이하', 'NNG'], [3, '이하이', 'NNG+VCP'], [1, '이하', 'NNG<']]
게임 [[151, '게임', 'NNG']]
계약 [[151, '계약', 'NNG']]
근로자 [[151, '근로자', 'NNG']]
대로 [[151, '대로', 'JX'], [64, '대로', 'NNB'], [1, '대로이', 'NNB+VCP'], [3, '대로', 'NNG']]
또한 [[151, '또한', 'MAG']]
반 [[151, '반', 'NNG'], [22, '반', 'XR'], [79, '반', 'XPN'], [1, '반', 'VA<'], [1, '반', 'VV<'], [5, '반', 'NNP'], [1, '反', 'SH']]
사진 [[151, '사진', 'NNG']]
이러 [[151, '이러', 'XR'], [11, '이러', 'VV']]
촉구 [[151, '촉구', 'NNG']]
기구 [[152, '기구', 'NNG'], [2, '기구', 'XR']]
기본 [[152, '기본', 'NNG']]
박사 [[152, '박사', 'NNG']]
약 [[152, '약', 'MM'], [71, '약', 'NNG'], [41, '약', 'XR']]
원칙 [[152, '원칙', 'NNG']]
작 [[152, '작', 'VA'], [11, '작', 'NNG']]
제외 [[152, '제외', 'NNG']]
인기 [[153, '인기', 'NNG'], [24, '인기이', 'NNG+VCP']]
취 [[153, '취', 'XR'], [2, '취', 'NNG']]
고려 [[154, '고려', 'NNG'], [19, '고려', 'NNP'], [1, '고려이', 'NNG+VCP']]
공연 [[154, '공연', 'NNG'], [3, '공연', 'XR']]
밝히 [[154, '밝히', 'VV']]
영국 [[154, '영국', 'NNP']]
제기 [[154, '제기', 'NNG'], [2, '제기', 'NNP']]
총장 [[154, '총장', 'NNG']]
이렇 [[155, '이렇', 'VA']]
자세 [[155, '자세', 'NNG'], [6, '자세이', 'NNG+VCP'], [11, '자세', 'XR']]
